{'短评内容': '可以', '短评打分': 5}
{'短评内容': '离沈阳站很近，服务态度很好，离马路有点近', '短评打分': 5}
{'短评内容': '很不错的酒店，已经住过好几次了，服务很好。\n\n早餐也不错。', '短评打分': 5}
{'短评内容': '挺好的地理位置', '短评打分': 3}
{'短评内容': '真的不错真的不错真的不错真的不错真的不错真的不错', '短评打分': 5}
{'短评内容': '位置很好，就是隔音不佳', '短评打分': 3}
{'短评内容': '酒店总体上看不错，服务态度非常好，就是房间隔音略差。', '短评打分': 5}
{'短评内容': '如果是坐沈阳站的火车，入住这里真的很方便，下楼就是火车站，至于入住条件就不要求那么多了。', '短评打分': 5}
{'短评内容': '如家宾馆果然有一种家的感觉', '短评打分': 3}
{'短评内容': '很好，房间很宽敞，很干净，也很温馨！', '短评打分': 3}
{'短评内容': '环境不错，隔音一般，在门口说话声音大点就完了，卫生还可以', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '酒店位置很好，而且很干净，价位也不贵，是个不错的酒店', '短评打分': 5}
{'短评内容': '轻松入住', '短评打分': 3}
{'短评内容': '一：网上说有免费停车位，实际上根本就没有，害得我们还多花好几十停车。\n二：卫生间漏水\n三：房间设置不合理，我们住的房间边上就是安全通道门，每次合上门都发出很大的响声，非常打扰休息。', '短评打分': 1}
{'短评内容': '还不错！可以接受', '短评打分': 3}
{'短评内容': '不错，酒店服务态度很好！就是在预订方与酒店的沟通方面在住宿时费点周折，最后总算如约入住了！', '短评打分': 5}
{'短评内容': '不错，干净，舒适，就是有些贵！很好，会推荐的！', '短评打分': 5}
{'短评内容': ' 熟悉的感觉，不错。被品应该改进一下…被子太沉了', '短评打分': 3}
{'短评内容': ' 房间虽然小点但很干静，温馨，会给人舒服的感觉。位置也很好找。', '短评打分': 3}
{'短评内容': '出差需要定的，因为是帮同事预定的，本人没去。据说交通很方便，而且离出差的地方就几百米距离。设施也还不错。一般外地出差首选。', '短评打分': 5}
{'短评内容': '设施很好，服务也很好很到位，态度很亲切，给人以到家的感觉，我很喜欢，下次我还光临此酒店', '短评打分': 5}
{'短评内容': '挺不错  GOOD  非常舒服  不过住的时候一定要记得点电蚊香  要不你惨了！', '短评打分': 5}
{'短评内容': '酒店的位置不错，尤其对出行的朋友。\n酒店设施有些简单，希望能有所提升！\n总体感觉不错！', '短评打分': 5}
{'短评内容': '房间的装修风格很有家的味道，给旅行的你提供了舒适，放松的居家环境。房间的各种挂件很贴心，很人性，很实用，每个角落的装点都经过了用心的考虑，体现了以人为本。', '短评打分': 5}
{'短评内容': '条件不错，位置好。早餐一般。结账速度不较快', '短评打分': 5}
{'短评内容': '总体感觉还是不错的，新开的店，服务也很好，就是早餐差了点，住了2天第二天早餐连鸡蛋都没有。', '短评打分': 5}
{'短评内容': '地点不错，价位也比较合适，如果有可能的话下回还去这住。', '短评打分': 5}
{'短评内容': '房间还好，地点也不错', '短评打分': 3}
