{'短评内容': '可以', '短评打分': 5}
{'短评内容': '还不错，就是附近没什么大型的超市，买东西不太方便', '短评打分': 5}
{'短评内容': '地段算闹中取静了，不过生活设施不方便，而且酒店里面的设施太陈旧，何必要保持个挂牌三星的名义，直接学如家之类的简单，干净的装修就好。', '短评打分': 1}
{'短评内容': '安静，干净，发票可开餐费，好！房间设备有些陈旧。', '短评打分': 5}
{'短评内容': '酒店的位置很不错，很方便，但是卫生和 环境稍差点。。。希望能有所提高；', '短评打分': 1}
{'短评内容': '位置不错，但门面小气了点，房间空间可以，比较安静', '短评打分': 1}
{'短评内容': ' 空调不热，地毯也脏，小套间没有宽带，再不改以后再也不住了', '短评打分': 1}
{'短评内容': '酒店的空调依然不热，套房没宽带，地毯太脏了，电梯也慢', '短评打分': 1}
{'短评内容': '酒店位置比较不好找，但是相对附近的如家来说干净多了，价位相对合理', '短评打分': 5}
{'短评内容': '南二环附近交通方便，价格公道，含早很方便', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '离办事的地方近，价格还算不错，比附近的快捷酒店好', '短评打分': 5}
{'短评内容': '太冷没暖气空调也不好', '短评打分': 3}
{'短评内容': '住得还好，继续努力，希望把饭菜质量提上去。', '短评打分': 5}
{'短评内容': '离地铁近,住宿好,吃饭不好........', '短评打分': 5}
{'短评内容': '稍微难找了点，离地铁站500米，房间内也比较干净，住宿条件好,餐饮比较单调、价高。', '短评打分': 5}
{'短评内容': '稍微难找了点，不过离地铁站很近，房间内也比较干净，性价比还是很高的。', '短评打分': 5}
{'短评内容': '干净，服务好，地方有点偏，餐饮简单了一点。', '短评打分': 5}
{'短评内容': '性价比很好,就是交通不方便。', '短评打分': 5}
{'短评内容': '+内容', '短评打分': 5}
{'短评内容': '位置太偏了，很多出租车司机都不知道。房间还行。', '短评打分': 5}
{'短评内容': '酒店环境不错，还为我们换了个套房，很超值，下次如果去北京，还住这里。', '短评打分': 3}
{'短评内容': '房子不错，环境服务都不错，值得一住。性价比很高，交通也方便。', '短评打分': 3}
{'短评内容': '酒店环境不错，服务也不错。性价比高，值得推荐。', '短评打分': 5}
{'短评内容': '房间打扫的非常干净，酒店的管理还是很不错的。', '短评打分': 5}
{'短评内容': '服务人员周到热情，环境很不错的酒店。', '短评打分': 5}
{'短评内容': '位置闹中取静，车太少进来，要走出去路口打。比较干净。早餐还OK，推荐入住。', '短评打分': 5}
{'短评内容': '位置有一些偏僻  不过饭店的整体环境还算不错 值得推荐', '短评打分': 5}
{'短评内容': '酒店的环境很好，周围环境也很不错，性价比很不错的酒店。', '短评打分': 5}
{'短评内容': '地理位置非常好，出行交通很方便！', '短评打分': 5}
{'短评内容': '上次去北京是出差，首先这家酒店位置非常好，出行交通方便，卫生也很好干净舒适 ，服务也很达标。', '短评打分': 5}
{'短评内容': '给我们打扫房间的女服务员很认真，打扫的也很仔细，应该是经过培训的。', '短评打分': 5}
{'短评内容': '室内空气流通很好，房间也布置的不错，蛮喜欢的。', '短评打分': 5}
{'短评内容': '通风很好，卫生也搞的不错，我和爱人还是比较满意的。', '短评打分': 5}
{'短评内容': '房间不错，挺宽敞的，空调、电视和热水都有，离地铁也近，比较满意。', '短评打分': 5}
{'短评内容': '地铁公交都挺近的，周围小吃要再多点就更好了。', '短评打分': 5}
