{'短评内容': '可以', '短评打分': 5}
{'短评内容': '环境还好！就是有点吵，靠近车站 感觉周边环境一般 ！', '短评打分': 5}
{'短评内容': '服务还是比较热情的，房间也还不错，不知道是我运气不好，还是什么，我房间里的杯子都是破的！还是比较干净卫生的', '短评打分': 5}
{'短评内容': '给人的环境不错，卫生很干净，交通很方便，可是就是少了早餐，希望你们越做越好，', '短评打分': 5}
{'短评内容': '很号，很干净', '短评打分': 3}
{'短评内容': '一般吧，床还是挺大得，交通还是比较方便，就是房间有点异味', '短评打分': 5}
{'短评内容': '环境不错，很干净，实惠。', '短评打分': 3}
{'短评内容': '比较干净 设施也比较齐全 性价比相对来说还是可以接受的', '短评打分': 5}
{'短评内容': '外面看着不怎么样，里面装修很好，性价比很高！', '短评打分': 5}
{'短评内容': '服务不错', '短评打分': 3}
{'短评内容': '看到酒店大堂的时候觉得定错了，但前台接待服务热情，房间也干净整洁，整体不错！下次还选这！', '短评打分': 3}
{'短评内容': '酒店内部环境不错，推荐', '短评打分': 3}
{'短评内容': '酒店很不错', '短评打分': 3}
{'短评内容': '差评！没信誉。订房的时候明明说含早餐，到了之后才说取消了！早说啊！欺骗！', '短评打分': 3}
{'短评内容': '交通便利，价格实惠，房间不是很通风，每次进去都有一股小小的怪味。', '短评打分': 5}
{'短评内容': '酒店外面看着装修很差，不够大气，里面还好，早餐面包牛奶送房间，但是品种太少了', '短评打分': 5}
{'短评内容': '交通便利,价格便宜,早餐不好,通风效果不好', '短评打分': 3}
{'短评内容': ' 房间干净，服务态度好！早餐送到房间好，打车也方便。但是噪音大，不隔音。', '短评打分': 3}
{'短评内容': '还不错，可以支持下，我每次去泸州都住那里！', '短评打分': 5}
{'短评内容': '这个价格，这个环境算不错了，性价比较高，下次还会住这里。', '短评打分': 5}
{'短评内容': '床大、干净、出行方便。早餐送到房间很好，只是早了点。哈。希望能按客人要求送餐。', '短评打分': 5}
{'短评内容': '很一般的酒店，且隔音很不好，早上楼下也很吵。', '短评打分': 1}
{'短评内容': '住贵了，周边便宜好多，环境还算好', '短评打分': 3}
{'短评内容': '不错，希望能配备杜蕾丝，冈本的品牌的TT', '短评打分': 5}
{'短评内容': '酒店环境还行。只是周围因为靠近车站，感觉比较乱一点', '短评打分': 3}
{'短评内容': '总体比较满意，卫生间的灯是感应的比较不错。装修业比较新，推荐给各位朋友！', '短评打分': 5}
{'短评内容': '不错很好了！价格低！服务好！交通也不错了！', '短评打分': 5}
{'短评内容': '酒店位置很好，挨着客运站很方便。前台服务也很好，很亲切。', '短评打分': 5}
{'短评内容': 'ok.....................................................', '短评打分': 5}
{'短评内容': '酒店位置较好,周围交通便利,打车也方便。室内环境也不错,电话还免费。吃饭不是太方便。', '短评打分': 5}
{'短评内容': '酒店位置还行，但是早上很吵，房间隔音不好，如果要睡懒觉的朋友就不要入住了，其它的都还凑活啦。', '短评打分': 3}
{'短评内容': '当天晚上4点半入住的，酒店大门不明显，但是位置还是可以，我们3个人睡2人间，交客房部的加了床被子他们还是加了，这里还是表示感谢，总之对住本身没有太高要求的朋友还是可以推荐入住的。', '短评打分': 5}
{'短评内容': '性价比很高，这个价钱，这样的环境，很好了。', '短评打分': 5}
{'短评内容': '房间和服务都很满意', '短评打分': 5}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '性价比不高，房间比较小，相对宜必思，安逸158来说，然后早餐极其简单，送来的面包都没生产日期，你敢吃么？', '短评打分': 5}
{'短评内容': '条件还可以就是早餐差了一点，电脑不好用，有点贵', '短评打分': 5}
{'短评内容': '性价比很高，这个价如果在浙江根本住不到这么好的酒店。', '短评打分': 5}
{'短评内容': '条件一般,设施还好,卫生可以,服务一般,性价比一般', '短评打分': 5}
{'短评内容': '服务尚可  细处有待改善', '短评打分': 5}
{'短评内容': '酒店位置好，离小市车站就几步路，接待人员热情，早餐直接送到房间，干净安静。', '短评打分': 5}
{'短评内容': '酒店的性价比很好，值得一住，早餐比较简单，周围也没什么吃早餐的好地方', '短评打分': 5}
{'短评内容': '停车位少了点，酒店位置一般，其他都很不错！', '短评打分': 5}
{'短评内容': '该酒店服务态度很不错!特别是给客人提供每天一个小时的免费长话服务,很周到.', '短评打分': 3}
{'短评内容': '特别喜欢酒店提供给客人的每天一个小时的国内电话服务，这是一大优势，我会推荐给朋友们。', '短评打分': 5}
{'短评内容': '还行，就是地势偏咯点。。。', '短评打分': 5}
{'短评内容': '交通方便，感觉很好', '短评打分': 5}
{'短评内容': '长途车站就在隔壁。设施新。舒适。不过，有两点却是可以讨论：\r\n1、卫生间的风扇和灯设计为感应式，优点是人来就启动，延时停止，缺点是过敏，也别要想让风扇一直运行。\r\n2、早餐的送餐制，优点是节约，服务上门，缺点是没选择，量少。', '短评打分': 5}
{'短评内容': '酒店很好。很新。服务周到', '短评打分': 5}
{'短评内容': '还不错，就是酒店没有餐厅，早餐只有一杯牛奶，两个面包。', '短评打分': 5}
{'短评内容': '可能刚装修过的，气味有点大，外部环境也不怎么样，旁边是气车站', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '位置还是很不错，就是网速慢了点', '短评打分': 5}
{'短评内容': '在当地价位高了点', '短评打分': 5}
{'短评内容': '性价比不错，只是没有衣柜', '短评打分': 3}
{'短评内容': '还不错，比较适合低消费的朋友们。', '短评打分': 5}
{'短评内容': '这个酒店性价比很高，虽说是经济性酒店，但是设计的很人性化！', '短评打分': 5}
{'短评内容': '酒店位置好，新装修，住得比较干净舒适', '短评打分': 5}
{'短评内容': '位置非常不错，性价比好，房间条件还可以，就是没有衣柜', '短评打分': 5}
{'短评内容': '非常舒服，性价比高！', '短评打分': 5}
{'短评内容': ' 总体来说不错，价格比较便宜，位置也很好，也比较干净，感觉洗澡的地方有点小了', '短评打分': 5}
{'短评内容': '总的来说酒店设施还是可以的，就是在马路边，白天的时候有点吵！', '短评打分': 5}
{'短评内容': '卫生间不错。', '短评打分': 5}
{'短评内容': '房间比较小，设施不太好，服务一般，位置还不错，离客运站不远，整体感觉性价比一般 ', '短评打分': 3}
{'短评内容': '卫生还可以很干净，设施有些不完善，房间里没有衣柜，地理位置不错交通方便，服务热情周到，性价比不错的酒店，值得推荐', '短评打分': 3}
{'短评内容': '这家酒店就是位置稍微偏了些,打车不是很方便的,其它方面还是不错的,性价比还是蛮高的,值得推荐.', '短评打分': 3}
{'短评内容': '我觉得这家酒店还可以，环境不错，挺新的，位置也方便，值得推荐\n', '短评打分': 3}
{'短评内容': '房间干净舒适，服务很好，距离车站很近，交通比较方便。美中不足的是大床房没有可以挂衣服的柜子，衣服只能堆在凳子上。总体来说，性价比很高，值得推荐。', '短评打分': 5}
{'短评内容': '酒店比较新，还算干净，可能因为自己以前是做酒店中层的，觉得一些细微的地方卫生做的不好，比如储物柜内。住的大床房，建议多添置一个小桌子可以放物品。离车站很近，中转住不错，但是离市中心的距离显得不理想。', '短评打分': 5}
{'短评内容': '酒店的环境硬件设施都很不错，卫生服务也很好，价格合理适中！位置也很好出行交通非常方便，值得推荐入住的酒店，性价比很高！', '短评打分': 3}
{'短评内容': '我觉得酒店环境还不错，房间挺干净的，因为酒店临街，低点房间有点吵', '短评打分': 3}
{'短评内容': '服务员对旅客门口的提示牌不注意，打扫卫生需要提醒。需要向星级酒店的服务学习', '短评打分': 1}
{'短评内容': '酒店很新，好像刚开业的，价格也很公道。下次去还住那。', '短评打分': 5}
{'短评内容': '住得比较舒适，价格也不贵，是一家不错的经济商务型酒店。', '短评打分': 5}
{'短评内容': '酒店干净卫生，早上送餐服务感觉不错，能打免费长途，总的说来住起比较舒适。', '短评打分': 5}
{'短评内容': '酒店新开业，感觉装修档次不错，比好多3星级酒店好多了，房间整洁卫生，一体液晶电脑用起很舒服，服务也不错，位置好，傍边就有好几个汽车站，打的也很方便。\r\n价格比较便宜，下次来泸打算还住这里。', '短评打分': 5}
