{'短评内容': '可以', '短评打分': 5}
{'短评内容': '房间还行，旁边就是火车站，但是早餐一般，服务员态度较好！', '短评打分': 5}
{'短评内容': '就在火车站旁边-方便，服务员热情有礼，房间干净整洁，不错。', '短评打分': 5}
{'短评内容': '交通方便，环境卫生都可以，购物吃小食都一样方便。在火车站前。', '短评打分': 5}
{'短评内容': '网速很快，干净，睡的舒服。送了早餐，2瓶水。很好的。下次到怀化还来。最后结账告知我注满5天送一间房。', '短评打分': 5}
{'短评内容': '干净卫生,房间配置较齐全，性价比高，早餐略差。', '短评打分': 5}
{'短评内容': '不好，挨着火车站，设施老旧，188的价位，不值，其实向远处走一点，也就2站地，有家酒店同样188，设施服务都比这家好太多。', '短评打分': 1}
{'短评内容': '靠近火车站，人流比较复杂，酒店开业时间也比较久，所以设备相对来说比较老一些', '短评打分': 1}
{'短评内容': '该酒店年限较长，毛巾等很旧，卫生间看上去不干净，早餐还好，但全是素食，另外网速很好！', '短评打分': 5}
{'短评内容': '外面看着不怎么样，里面还不错。晚饭也挺便宜。就在火车站前广场上。不错。', '短评打分': 5}
{'短评内容': '房间的环境不错，就是有的家具旧了点，不过不妨碍使用。距离火车站很近，交通方便，', '短评打分': 5}
{'短评内容': '住的是1406豪华商务间', '短评打分': 3}
{'短评内容': '1506', '短评打分': 3}
{'短评内容': '服务态度还可以，就是房间隔音效果一般，长途车站汽车声音很大。距离火车站非常近，很方便。早餐种类多，基本是素食，但是很好吃。就是晚上出去看到大厅沙发上几个人脚踩在桌子上，看着就像混混，应该赶出去。', '短评打分': 5}
{'短评内容': '在火车站旁边，很方便，第一感觉非常好，房间所有东西标示的很清楚，给好评。', '短评打分': 5}
{'短评内容': '那边刚好是在怀化火车站旁，基本条件算是中等，对于一些小城市来说不要要求太多，出行方便，附近有超市！', '短评打分': 5}
{'短评内容': '酒店房间窗户不防盗', '短评打分': 3}
{'短评内容': '啊不错…', '短评打分': 3}
{'短评内容': '挺好的…还不错…就是晚上有些喝醉的在走廊吵闹…', '短评打分': 3}
{'短评内容': '酒店是标准三星级酒店，价格也还合理，服务也很不错，就在火车站出站口不远，很方便', '短评打分': 5}
{'短评内容': '1402', '短评打分': 3}
{'短评内容': '性价比不错，位置方便。就是用品老旧了一些。可以理解。老三星级酒店嘛！', '短评打分': 5}
{'短评内容': '1606', '短评打分': 3}
{'短评内容': '有点古典色彩,有冰箱,有浴盆,有香波. 早餐较好较全.', '短评打分': 5}
{'短评内容': '非常不错，靠近火车站，交通非常方便！非常值得一试！', '短评打分': 5}
{'短评内容': '靠近火车站，酒店周围环境比较复杂，设备很旧', '短评打分': 1}
{'短评内容': '怀化大酒店离火车站很近，大堂挺舒适的。我们定的是豪华房，比以前住的标准间好很多，让我们惊喜的是里面还有台电脑，呵呵，这点很不错。另外，卫生间很好，沐浴挺舒服的。性价比很高。', '短评打分': 5}
{'短评内容': '+还满意', '短评打分': 5}
{'短评内容': '服务及设施很好', '短评打分': 5}
{'短评内容': '酒店服务很好，每天打扫二次，服务很贴心，值得入住。', '短评打分': 5}
{'短评内容': '很普通的酒店设施都很老了只是怀化没什么好酒店个酒店就在火车站边上', '短评打分': 5}
{'短评内容': '当地很有名的酒店，坐火车的人最方便，早餐不错，自助餐一般，人员很热情，推荐入住！', '短评打分': 5}
{'短评内容': '   离火车站近  很方便    早餐也还可以。。。', '短评打分': 5}
{'短评内容': '酒店的室内条件非常好.硬件和软件条件及设施都挺不错的,位置好方便也行.性价比超高.', '短评打分': 5}
{'短评内容': '位置很好，就在火车站门口，出门就到了火车站！', '短评打分': 5}
{'短评内容': '第二次入住，刚好遇上天气变热，进房间后空调制冷效果太慢了，出了我一身的臭汗，酒店早餐样式比较丰富。', '短评打分': 5}
{'短评内容': '怀化大酒店因使用年限过长，设备老化较严重，酒店工作人员服务态度一般般，积极性不是很高，酒店电脑网速极慢，但交通还是非常方便。', '短评打分': 5}
{'短评内容': '这家酒店的服务非常好，入住时空调坏了，给前台打电话，很快就有人来处理，感觉态度很好，办事效率也很快。让我感觉很贴心。酒店的房间很干净，设施也很齐全。酒店的位置也不错。也在火车站附近，步行就可以到，很方便，酒店的早餐也很丰盛。整体感觉还真是不错。住的很舒适。', '短评打分': 5}
{'短评内容': '价格不是太优惠，不过房间还不错卫生和设施都还比较不错，位置还可以出行算是比较方便，不过总体感觉还是比较一般的酒店，要是价格再便宜些那就更好了。', '短评打分': 5}
{'短评内容': '各方面服务还不错.酒店就在火车站旁边，对于我出行非常方便.硬件设施和卫生条件也还好.', '短评打分': 5}
{'短评内容': '感觉是一家老酒店，周边环境差了点，房间里的卫生打扫的还可以，就是设施方面有些陈旧了，酒店靠近火车站挺近的，周边交通还是比较便利的，整体感觉性价比还可以了。', '短评打分': 5}
{'短评内容': '酒店在火车站附近。比较不安全', '短评打分': 1}
{'短评内容': '毗邻火车站，晚上伴随着汽笛声入睡', '短评打分': 1}
