{'短评内容': '可以', '短评打分': 5}
{'短评内容': '除了有接机服务外没有什么优点，房间小，水温低，房间里灯光非常昏暗，酒店在3-4楼，没有电梯，房间里空调非常旧噪音非常大而且没有什么效果。给大家一个建议，如果是晚上到的成都机场，最好打车到市区住速8、如家什么的连锁旅店，价格差不多但是比这里好千百倍，如果是早上的早班飞机就在这里凑活一晚也行，毕竟有接送机服务还算方便。', '短评打分': 1}
{'短评内容': '需要在成都机场附近临时安顿一下过个夜转机的话，这家还算可以', '短评打分': 5}
{'短评内容': '离机场的位置也不算近  关键是地方比较偏僻  而且没有电梯  一个人把行李提到六楼  ', '短评打分': 1}
{'短评内容': '卫生间很可怕，空调又不会热，幸亏我定的是标间，两床被子一个人盖，不然不被他冻死才怪呢，饮水机里的水像是自来水一样，味道怪怪的。。。。。总之，出门在外就只能将就着过吧，不过外面的串串烧很好吃哦！！！', '短评打分': 1}
{'短评内容': '价格合理、实惠、干净、服务周到、交通方便。', '短评打分': 5}
{'短评内容': '酒店接机服务很好，很快捷。到的时候11点过了，酒店服务还是很周到。老板人也很funn。住的经济间在6楼，有网线，但没有电梯和独立卫生间是缺点。环境一般。飞机晚到或者作为临时休息点，还不错。', '短评打分': 5}
{'短评内容': '已经住过好几次了，经济间性价比还是比较高的。', '短评打分': 1}
{'短评内容': '感觉还不错，服务热情，卫生也还好，下次还会住', '短评打分': 3}
{'短评内容': '我比较喜欢那里的地理位置 晚上可以出来逛逛夜市 很是不错。', '短评打分': 5}
{'短评内容': '服务质量可以打满分，房间整洁干净，下次来还会来这里。', '短评打分': 3}
{'短评内容': '服务态度一如既往的好，唯一不足的是空调老是不给力，好像没什么用的。', '短评打分': 5}
{'短评内容': '就是厕所和浴室是公共的，不太方便，有车接送还行', '短评打分': 5}
{'短评内容': '服务态度好，价格也还好，有接送服务这点很好。', '短评打分': 5}
{'短评内容': '又一次住在这里，很不错，性价比高。前台和接送的人员态度都很好。', '短评打分': 5}
{'短评内容': '硬件很差， 洗澡要到走廊上的卫生间去洗。里面的床铺也一般 就是个小旅馆。但是老板和服务员的态度都很好。在机场没打到车， 一个电话老板就免费接了', '短评打分': 1}
{'短评内容': '还算干净，外面挺热闹', '短评打分': 3}
{'短评内容': '还不错。离机场很近，价格便宜特价房无卫生间，楼下很多小吃，到机场有车送。', '短评打分': 5}
{'短评内容': '不错，免费接送，用品齐全，也很干净，价格合理，以后来都可以住O(∩_∩)O', '短评打分': 3}
{'短评内容': '离机场近，还负责接送机场，环境还可以，比较干净', '短评打分': 5}
{'短评内容': '   位置挺好，晚上逛逛买点零食方便,车接车送很方便,住的环境也行吧,出门在外的,别跟自己家的床去比较就好了', '短评打分': 3}
{'短评内容': '酒店所有的服务都很好，缺点是下面就是不夜城式的菜市场，整宿都有人说笑，不是很安静，房间里的电灯坏了一个，很暗，还好服务员拿来一个台灯临时用了一下，总之酒店的服务是一流的，周围的环境是吵闹的。', '短评打分': 1}
{'短评内容': '酒店不错，免费接送机，房间也比较干净，推荐！', '短评打分': 5}
{'短评内容': '接送机很方便  酒店比较干净  周围购物比较方便 没有电梯很不方便……', '短评打分': 5}
{'短评内容': '赶飞机挺好的    比较安静   就是房间和卫生间有点小', '短评打分': 5}
{'短评内容': '离机场近，很方便。还有送机服务，是我们出门的首选之地', '短评打分': 5}
{'短评内容': '服务态度很不错，离机场也很近，总体上还是很好', '短评打分': 5}
{'短评内容': '虽然周边环境有点嘈杂，但价格也比较合适。另外，到机场的距离不是太远，有车免费接送。', '短评打分': 5}
{'短评内容': '接送机服务很好，就是装修比较老旧，楼比较高，没电梯', '短评打分': 5}
{'短评内容': '此酒店不错，价格合理，离机场近。有车接送，值得推荐！', '短评打分': 5}
{'短评内容': '接送机服务很及时，房间整洁干净，楼下有很多小吃，如果赶飞机的话，是个不错的歇脚处~', '短评打分': 5}
{'短评内容': '还可以，最主要的是有接送机服务。但是宾馆设施一般，不过只是暂住将就了吧', '短评打分': 5}
{'短评内容': '这家酒店服务很好，有家的感觉，半夜12点都还是会不辞辛劳来机场接机，很贴心的哦！', '短评打分': 5}
{'短评内容': '有接送车，就是厕所和浴室是公共的，很不方便，周围烧烤摊的味道很大', '短评打分': 5}
{'短评内容': '送机业务很方便，态度好，设施也不错！早餐略简', '短评打分': 5}
{'短评内容': '帮朋友预定的，她晚上11点的飞机，中午出发去机场，要在机场附近找个便宜的酒店候机，然后就搜了这家酒店，因为预定是不需要交钱的，所以就预定了。朋友很满意，物美价廉~', '短评打分': 5}
{'短评内容': '距机场很近，酒店接送服务很及时，但卫生条件较差，经济房是公用卫生间，讲条件的旅客比较不推荐，只适合临时住宿', '短评打分': 3}
{'短评内容': '便宜，还算干净，司机师傅从机场接我们去的，第二天还送我们去机场，很耐心很热心。\n房间有点高没电梯，酒店人员帮我们把行李提到六楼。唯一不足是没有刷卡服务。', '短评打分': 5}
{'短评内容': '房间还算干净。。大堂的服务员小妹很热情。包送机场。。反正第二天一大早就要赶机场，将就了。', '短评打分': 3}
{'短评内容': '位置不錯 门口就有很多小吃 讓我們吃的很開心  服務人員的態度也都很好 只可惜廁所的設備簡漏 没有電梯，我的行李必須要搬上搬下比較累', '短评打分': 3}
{'短评内容': '房间很干净，经济实惠，不错。', '短评打分': 3}
{'短评内容': '卫生间太过简陋，房间面积也偏小。只有房价到是不便宜。', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '干净、舒适、前台服务也非常好！还有免费接机送机的服务，离机场也很近，住得很贴心，我们住时钥匙出了点问题，开不开门，服务人员楼上楼下跑了好几回帮忙换钥匙，让人倍感亲切！有机会去还会住的！', '短评打分': 5}
{'短评内容': '不是很理想，不过能一早送去机场也不错了。', '短评打分': 3}
{'短评内容': '酒店的服务与广告宣传有差距。含早餐也是徒有虚名。', '短评打分': 3}
{'短评内容': '环境一般，服务还行。我们是零晨12点左右到酒店，房间热水都没有，所谓早餐是一盒牛奶和一个面包，对不起这价格！', '短评打分': 3}
{'短评内容': '酒店服务挺不错的！环境也还可以！', '短评打分': 3}
{'短评内容': '＋服务态度很好，还算干净，但是电话打不出去，网速慢到不行，卫生间还是公用…很是无奈…只适合临时休息。', '短评打分': 3}
{'短评内容': '住的是不带卫生间的经济房，不过卫生间挺近的。房间和床都还比较大。一开始的房间空调坏了，后来给换了一间。有免费接送机场服务。店牌很大，容易找。就是没有电梯，最高6楼，背着行李走还是有些累的。', '短评打分': 5}
{'短评内容': '住宿和交通都比较方便。还是不错的啦，值得推荐！', '短评打分': 5}
{'短评内容': '舒适环境敞亮\r\n…', '短评打分': 3}
{'短评内容': '酒店还不错，被子很厚很舒服。不起眼的小旅馆，居然什么都齐全，热水也很热。楼下晚上的夜市各种小吃都有，烤鱿鱼强烈推荐。酒店没有早餐，不过街边推车的早餐点什么都可以买到，而且超级便宜。7元钱三个人早餐全部解决。酒店有车机场免费接送，一个电话就搞定，是机场转机休息的好地方。唯一不好的是没有电梯，大箱子拿上拿下很费劲。', '短评打分': 5}
