{'短评内容': '可以', '短评打分': 5}
{'短评内容': '闹中取静，环境整洁，出行方便，服务周到，价格实惠，下次还来。', '短评打分': 5}
{'短评内容': '去过很多次了，以前是预定的，上次去是看到团购的才去的，但是住完了回来才发现，团购说的是1.8米的商务大床，结果去店里给的是1.5米的大床房。不过总体挺好的，不然也不会去那么多次，希望以后注意点了。还是团购的便宜就故意这样。', '短评打分': 5}
{'短评内容': '挺安静，就是进房间有点味道，涂料味吧，其他都挺好，走路去纪念碑一会就到', '短评打分': 5}
{'短评内容': '房间不如 介绍的大   条件很一般 交通还可以', '短评打分': 1}
{'短评内容': '不错的酒店，价格比较便宜，房间也比较大，超值', '短评打分': 5}
{'短评内容': '此次入是第二次入住，感觉比上次改善了很多。', '短评打分': 5}
{'短评内容': '环境不错，价格合适', '短评打分': 3}
{'短评内容': '，现在的如家简直就是垃圾。面巾又黄又硬。床垫的铁丝都快跑出来了。睡得一身疼。不建议入住。上当了', '短评打分': 3}
{'短评内容': '整体算不错的,离火车站是不太远,但步行的话也不近呢.位置有点偏,除了吃饭不方便,其他都还好,房间门不是很隔音,走道里的声音很清楚,不过晚上睡觉没怎么受影响的.', '短评打分': 5}
{'短评内容': '环境和服务都挺好，就是酒店所在街道很短，有点偏，不太好找', '短评打分': 3}
{'短评内容': '宾馆还算可以吧。凌晨到的，距离石家庄火车站稍微有点远。', '短评打分': 1}
{'短评内容': ' 还不错,床很舒服.就是位置有点偏,出入有点麻烦!', '短评打分': 5}
{'短评内容': '每次都来这地方，我和老婆都挺满意的。价格合理，位置也较好，交通还好，总体不错。', '短评打分': 5}
{'短评内容': '早餐不错，服务员也很不错，酒店离火车站很近，谢谢', '短评打分': 5}
{'短评内容': '挺好的！到火车站步行需要20分钟。', '短评打分': 3}
{'短评内容': '酒店环境,卫生条件没的说,继续支持', '短评打分': 3}
{'短评内容': '很安静，很好，就是打车不怎么方便，网速什么时候可以提速呀。', '短评打分': 5}
{'短评内容': '环境很好，以后还会入住，缺点就是门口环境不太好，有点古宅的感觉', '短评打分': 5}
{'短评内容': '还行吧！就是位置太偏，价格倒挺实惠的.总体来说还不错', '短评打分': 5}
{'短评内容': '酒店很安静 也很干净 比较满意 第一次团购 下次还会介绍朋友过来', '短评打分': 5}
{'短评内容': '酒店干净、温馨、有回家的感觉', '短评打分': 3}
{'短评内容': '算是石家庄最便宜的如家了，位置有点偏，因为是单行道，打车不怎么好打。', '短评打分': 5}
{'短评内容': '都不错，不过我入住时没有暖气，只能用空调，吃饭不太方便 ', '短评打分': 5}
{'短评内容': '服务很不错，就是218房间的暖气片有水流声，有点吵。饭也很好吃。', '短评打分': 5}
{'短评内容': '价格应该是石家庄区域内的最便宜的如家了，周边饭店不多，不太好找，但离火车站学是比较近的。酒店环境还OK啦', '短评打分': 5}
{'短评内容': '怎么说呢，价格还行，有点冷，第二天续费之后换了一个才好点', '短评打分': 5}
{'短评内容': '房间总体来说有点偏小，不过还是比较干净，安静的。就是退房的时候总是要等很久，希望能够提高效率。', '短评打分': 5}
{'短评内容': '酒店不错，干净，方便，要是有数码大床房就更好了', '短评打分': 3}
{'短评内容': '还可以，就是有些远，走路去火车站15分钟', '短评打分': 5}
{'短评内容': '挺好的 就是地方挺难找的  不过也有公交', '短评打分': 5}
{'短评内容': '还是不错的，值的入住，下次有机会再去。。。。。。。。', '短评打分': 5}
{'短评内容': '服务态度人员特别好', '短评打分': 3}
{'短评内容': '房间宽敞，二楼很明亮，安静！离火车站不远！', '短评打分': 5}
{'短评内容': '住宿环境安静。离市中心很近，但是门口是单行道，不容易打车。交通不是很方便。其他都很好。', '短评打分': 5}
{'短评内容': '价格适中，环境不错，早点也不错，值得一去。美中不足就是位置有一点偏。', '短评打分': 5}
{'短评内容': '坏境和服务态度都很不错，就是地点有点偏，不太好找', '短评打分': 5}
{'短评内容': '很不错，对得起这个价位。还在续住中，网络能快点就好了。', '短评打分': 5}
{'短评内容': '酒店离火车站有三公里左右。不是介绍的1000米\n酒店的特惠房暖气水流声较大，服务员说特惠房都是这样的。\n管理有些混乱，竟然给我多记了一晚房费，后核实按实际情况算了。给我感觉挺不好。\n服务意识太差，我买一瓶饮料，服务员竟然送一瓶包装起皱的给我，我让服务员换了。', '短评打分': 1}
{'短评内容': '离市区比较近，前台态度很好，也很安静。就是希望网速能提高一点。', '短评打分': 5}
{'短评内容': '比较清静,前台态度很好。离市中心比较近。', '短评打分': 3}
{'短评内容': '挺安静，干净卫生', '短评打分': 3}
{'短评内容': '  前台很热情，位于五大道风景区，周围环境也很好。', '短评打分': 5}
{'短评内容': '酒店硬件和服务一如既往,价格比较实惠，就是位置不太好找。', '短评打分': 5}
{'短评内容': '干净卫生，虽然临近街道，因为是单行道的原因吧，没有感觉到吵，总体感觉不错，不用信用卡担保，给如家打电话也能延长预留。', '短评打分': 5}
{'短评内容': '隔音还是差了点，不过还ok吧，前台一直推荐会员卡受不了啊。', '短评打分': 5}
{'短评内容': '房间不大挺干净,价格便宜服务不错.', '短评打分': 3}
{'短评内容': '入住感觉非常不错,只是房间有点小,电视太旧。', '短评打分': 3}
{'短评内容': '还可以，床太硬', '短评打分': 3}
{'短评内容': '条件不错，干净卫生，空间也大，就是位置稍微有点偏', '短评打分': 3}
{'短评内容': '酒店环境很好，住的很舒服，也很方便以后还会选择入住', '短评打分': 5}
{'短评内容': '很好很强大', '短评打分': 3}
{'短评内容': '环境不错，挺安静的，就是没有塑料拖鞋。', '短评打分': 3}
{'短评内容': '很好，很好，大家都来睡吧，不会让你失望的', '短评打分': 5}
{'短评内容': '酒店非常干净，服务态度也很好，热水器也很好用。只是一楼有些太潮。如果开车去入住的话还是很方便的，出租车也挺多的，晚上凌晨也有出租车从那过。', '短评打分': 5}
{'短评内容': '这是我第二次入住这家快捷酒店，因前一次感觉不错，所以这次来石家庄就还选择了她，整体感觉不错，服务态度很好，值得入住', '短评打分': 5}
{'短评内容': '物有所值！早晨有所下降，西瓜成了罐头！不过绝对安静！', '短评打分': 5}
{'短评内容': '很好，环境很安静，屋内也很干净，下次还会再来的  ，会推荐朋友', '短评打分': 5}
{'短评内容': '总得感觉还不错的！！就是走着不太好找，打的就行啦！也就起步价的!', '短评打分': 5}
{'短评内容': '挺干净的。不管到哪都是住如家的。本来定的一楼房间。到了以后工作人员帮我免费升级到楼上了。还不错。', '短评打分': 5}
{'短评内容': '还不错还不错还不错还不错还不错还不错还不错还不错还不错', '短评打分': 5}
{'短评内容': '环境不错，服务挺好，交通方便，室内干净，气氛温暖', '短评打分': 5}
{'短评内容': '很好很舒心，只是餐厅做的饭很不好吃，位置有点偏，其余都很好，价格也很公道，推荐入驻', '短评打分': 5}
{'短评内容': '地方偏了点，但很安静，如家一贯的风格，不错', '短评打分': 3}
{'短评内容': '离北站较近，环境可以，就是交通不是特别方便。', '短评打分': 5}
{'短评内容': '环境挺好的，就是有点偏！找了好久才找到，总得来说，挺不错的~\n', '短评打分': 5}
{'短评内容': '整体不错，小缺陷就是房间里有发霉的味道 远离闹市区 很安静', '短评打分': 5}
{'短评内容': '房间不错，服务也不错…就是位置有点偏', '短评打分': 3}
{'短评内容': '不错，离火车站两站地，不算太远，走路也就十分钟，内部干净卫生，环境不错，隔音也可以，下次还有机会再去', '短评打分': 5}
{'短评内容': '服务不错，但是位置太偏，不像介绍所说，周围连吃饭的地方也没有。', '短评打分': 1}
{'短评内容': '大石桥店去过几次了，总体来说还是不错的，一贯的如家风格，很温馨，餐厅的饭也还不错，很快~', '短评打分': 5}
{'短评内容': '非常好，地理位置优越，环境也很好，适合居住', '短评打分': 5}
{'短评内容': '价格便宜，四处安静，刚才点评错了是另外一家酒店', '短评打分': 5}
{'短评内容': '相对来说价格还是有点偏贵的，无早餐比较遗憾', '短评打分': 1}
{'短评内容': '\u3000如家就是品质保证，只是我以为它里火车站步行就到的，结果公交2站…好吧，是我看错了…服务还不错啦～', '短评打分': 3}
{'短评内容': '很好，经常光顾，环境安静，室内整洁，态度也很好', '短评打分': 5}
{'短评内容': '环境不错，服务也挺好的！听不错，有机会还住这里', '短评打分': 5}
{'短评内容': '垃圾的没法再垃圾了，本来在网上预订的两套大床房，到那告知只给留了一套，打网站客服电话，显示是定了两套，是这家店给弄错了，结果非要给安排标间，说没有大床房了，跟前台交涉了将近一个小时，态度那叫一个差，最后终于在我强烈要求下给安排了一间。期间还发现一个客户也是定的大床房说没有了，给弄错成标准间了。可能这是他们的惯用伎俩，我就不明白了，服务这么差的一个酒店还能开下去，早点倒闭算了。对客户太不负责了。', '短评打分': 1}
{'短评内容': '挺不错的，环境很好，很安静\n服务态度也很好', '短评打分': 5}
{'短评内容': '酒店价格不错，位置有点偏，至少我觉得不好找，再有就是洗澡水有点凉', '短评打分': 5}
{'短评内容': '价格很实惠，但是特价房太少了。。。如果能再多点就更好了。还有就是晚餐时间延长至十点半最好。', '短评打分': 5}
{'短评内容': '还行吧，床单被套睡的感觉不是很舒服。。。。。', '短评打分': 1}
{'短评内容': '还可以，房间蛮不错。干净舒适。经济7也实惠。不错不错', '短评打分': 5}
{'短评内容': '不错，房间不大，不过正合适，就是酒店所在的街道比较偏，没有商店，不过南行300米有一家365 24 ，也不错了', '短评打分': 5}
{'短评内容': '服务态度挺好的，环境也挺好的，就是一楼有点乱、、、、', '短评打分': 5}
{'短评内容': '整体环境不错，很干净，只是有点小。', '短评打分': 3}
{'短评内容': '其他都还比较好，就是那个网速，是在不能只用慢来形容了，发个邮件都发布出去，望改进', '短评打分': 5}
{'短评内容': '环境很好，服务也不错，离火车站很近但又不会有喧嚣的感觉', '短评打分': 5}
{'短评内容': '挺安静，就是周围不繁华，吃饭还得走个10多分钟', '短评打分': 5}
{'短评内容': '       服务态度很好   房间很舒适', '短评打分': 3}
{'短评内容': '整体还行,早上入住的,挺安静的,下次还会来!', '短评打分': 5}
{'短评内容': '因为入住时所定房间没有做完卫生，免费升级了房间。服务热情、亲切、是我在如家感觉最好的一次。唯一缺点是门前是单行道，打车不太方便。', '短评打分': 5}
{'短评内容': '这次住的一楼，希望服务员在工作的时候不能因为是一楼就可以想说话就说话，希望下次再住的时候不会再出现这种问题，不要再让我失望', '短评打分': 5}
{'短评内容': '挺好的，离火车站较近，而且环境安静，舒适。', '短评打分': 5}
{'短评内容': '房间够大，比较舒服，就是地段比较偏', '短评打分': 3}
{'短评内容': '＋建议不要住特价房，靠近路边，7点钟就被吵醒了。房间其它都不错。', '短评打分': 3}
{'短评内容': '总体还可以，一般，不错。还行吧。挺好的。住着不错的、', '短评打分': 5}
{'短评内容': '服务态度好  不错', '短评打分': 3}
{'短评内容': '服务挺好的，下次还好去住。希望服务会越来越好！', '短评打分': 5}
{'短评内容': '除了房间小点之外，其它都很好。最主要是很便宜，所以性价比很高。', '短评打分': 5}
{'短评内容': '特价房还成打八十分挺干净的', '短评打分': 3}
{'短评内容': '挺好的 。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '服务态度相当不错，可惜门口的道路是单行线。开车的话有些不方便', '短评打分': 5}
{'短评内容': '房间不错，就是门前的路是单行道，附近不好打车', '短评打分': 5}
{'短评内容': '恩，还不错，也比较满意啦。相信品牌！下次还会去住的。。。。。', '短评打分': 5}
{'短评内容': '住的舒服。。。很不错。。。。', '短评打分': 3}
{'短评内容': '如家的总体各方面都还是不错的，隔音需改进', '短评打分': 3}
{'短评内容': '住了十多次了啊  打算办张会员卡 可是服务员不给力啊  不愿意给你详细介绍啊 真不知道前台经理脑子怎么想的 好像', '短评打分': 5}
{'短评内容': '不错。 房间不错。 隔音是不怎么好。服务态度还行。 就是打前台咨询怎么去。打不通。 自己找了好久', '短评打分': 5}
{'短评内容': '每次都会在石家庄订这个酒店，有停车场，很方便，位置也方便出行', '短评打分': 5}
{'短评内容': '房间比较干净，服务周到，值得入住，含早餐会更好。', '短评打分': 5}
{'短评内容': '很安静 被子很舒服 值得推荐\n服务也不错 ', '短评打分': 5}
{'短评内容': '嗯嗯 都住了多少次了啊  挺不错的 就是服务得提高点 一楼很吵啊 ', '短评打分': 5}
{'短评内容': '整体来说还是不错，保持了如家一贯的风格，就是房间小点，但值这个价钱的。', '短评打分': 5}
{'短评内容': '还可以 就是没有洗衣服的地方 不方便 还有就是 地方有点偏僻  不太好找  出火车站后右手边过马路 去对面打车 起步价就到了  总体感觉不错 服务员态度很好', '短评打分': 5}
{'短评内容': '各项设施齐全，服务也周到，大床房很舒适且干净卫生，用餐也很方便，价格合理。而且离火车站很近，出行还算比较方便，下次还是会选择！', '短评打分': 5}
{'短评内容': '刚刚入住,服务态度很好.', '短评打分': 3}
{'短评内容': '酒店很温馨，住得很舒服，唯一不足是周围没什么吃食！下次有机会还会选择如家！', '短评打分': 3}
{'短评内容': ' 很好…很干净', '短评打分': 3}
{'短评内容': '不错，挺喜欢的，以后会经常来的哦。。。环境不错，有窗户，面积挺大，交通方便，离火车站很近。。。值得住啊，如家快捷酒店真是不错的选择，服务态度好，入住的很开心，希望价格上能便宜点', '短评打分': 5}
{'短评内容': '酒店还可以，但是我快下火车的时候给酒店前台打电话告诉怎么走，被告知出站后到马路对门打车去XX地，我就听了，结果我到马路对面，打车半个小时，司机一听都不走，我很纳闷，后来问行人，告诉我，完全方向错了，不要过马路，我打电话问前台，前台很坚定的告诉我，要过马路，有天桥，但是我找了半天没找到，最后问警察，才知道，出站不要到对面，直接往右边走大概500米，有个天桥，过去以后有个小路，打车起步价就到了，让前台', '短评打分': 1}
{'短评内容': '酒店不错 干净 卫生 性价比比较高  比火车站店实惠多了 位置也还不错 隔音好 就是前台的王老吉太贵了 其他的都好', '短评打分': 5}
{'短评内容': '呵呵 这次住的是一楼 很吵啊 还有一个施工的 楼道呵呵 这次住的是一楼 很吵啊 还有一个施工的 楼道很闹 还挨着后门 但是服务很好啊很闹 还挨着后门 但是服务很好啊', '短评打分': 5}
{'短评内容': '就是房间小了一些，感觉整体还是不错的。以后在入住的时候要选择后边的了，因为前面的有一点吵。我会告诉我的朋友们到那边的时候要入住那里的。', '短评打分': 5}
{'短评内容': '不错，可惜没有筒装水了。', '短评打分': 3}
{'短评内容': '还不错，到酒店的时候一楼已经没有房间，店方给换了三楼的，酒店周围环境很好，很安静，不过离火车站有点远，地方不太好找', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '还不错，就是有点偏僻。还不错，就是有点偏僻。还不错，就是有点偏僻。还不错，就是有点偏僻。还不错，就是有点偏僻。还不错，就是有点偏僻。还不错，就是有点偏僻。还不错，就是有点偏僻。还不错，就是有点偏僻。还不错，就是有点偏僻。还不错，就是有点偏僻。', '短评打分': 5}
{'短评内容': '非常满意', '短评打分': 3}
{'短评内容': '交通便利，价格适中，服务设施良好，盼望服务人员的笑容更多一点，', '短评打分': 5}
{'短评内容': '还不错\n交通也很便利 房间也不错 就是隔音不太好', '短评打分': 5}
{'短评内容': '不错，环境挺好的，餐厅的饭菜也好吃！值得去！', '短评打分': 5}
{'短评内容': '性价比还可以，出入方便，经济型客人可以考虑', '短评打分': 5}
{'短评内容': ' 地方不好找，饿，离公交太远了，差不多要15到20分钟', '短评打分': 1}
{'短评内容': '嗯，房间不错~要是配有笔记本电脑就好啦~不过有个小建议，希望能在卫生间提供一双专门洗澡的凉拖鞋~光着脚洗不太习惯~', '短评打分': 5}
{'短评内容': '好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好', '短评打分': 5}
{'短评内容': '很好，房间很干净，服务很不错，设施也挺齐全', '短评打分': 5}
{'短评内容': '本来是桶装水，结果现在换成烧水壶了。这么大的品牌应该不差这点服务成本吧。石家庄的水本来就难喝，烧好了也不行。建议还是换成桶装水吧。其他方面还可以。', '短评打分': 5}
{'短评内容': '闹中取静，停车方便，卫生整洁，服务到位，睡眠舒适。', '短评打分': 5}
{'短评内容': '服务很好，交通也还好，离火车站很近，但是打车比较麻烦，是单行道，但是还好有三轮车，很方便，又便宜。提个建议，电梯的反应时间太快了，有时会挤到人。整体不错。', '短评打分': 5}
{'短评内容': '电视的插座太隐蔽了啊，其他的还好吧，其他硬件设施还是不错滴，以后还会再来的\n', '短评打分': 5}
{'短评内容': '就是位置偏了点，不好找，不过还是比一般的小酒店干净正规多了', '短评打分': 5}
{'短评内容': '感觉不错', '短评打分': 3}
{'短评内容': '地理位置很好，出行很方便，房间很干净，服务也不错，就是在一楼太吵了', '短评打分': 5}
{'短评内容': '别的都不错，就是淋浴水小，马桶似乎不蓄水', '短评打分': 3}
{'短评内容': '不错蛮好的就是地方有点儿偏.......', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '位置不错，交通便利，房间干净，卫生也不错，热水很爽，价格合理，服务热情！', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '价格很便宜，房间也比较大，应该是前几年装修的，稍微有点旧了，毛巾浴巾没有其他店干净洁白', '短评打分': 5}
{'短评内容': '不是第一次去了 挺好的 就是感觉床头的灯离床有点远 不容易够到开关', '短评打分': 3}
{'短评内容': '酒店内部环境不错，服务人员也很热情，就是地点有些偏僻，周围没什么吃饭的地方！', '短评打分': 1}
{'短评内容': '不错还算满意就是入住的时候收拾房间久了点在大厅等了二十多分钟', '短评打分': 3}
{'短评内容': '很满意。', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '酒店环境很好，就是地方有点偏僻，不过还是强烈推荐', '短评打分': 5}
{'短评内容': '经常来了，很喜欢', '短评打分': 3}
{'短评内容': '还好', '短评打分': 3}
{'短评内容': '服务态度很好，房间很干净。最喜欢如家房间里温馨的布置，真的很像个小家。', '短评打分': 5}
{'短评内容': '环境设施服务都很好！就是希望能推出更多的优惠政策！', '短评打分': 3}
{'短评内容': '环境安静，服务周到，很满意', '短评打分': 3}
{'短评内容': '离火车站有一段距离，估计步行有10分钟，环境还可以，因为入住的接近凌晨，附近无饭店宵夜，饿肚子休息的。电视比较老，房间个人感觉小点，服务还比较热情。', '短评打分': 5}
{'短评内容': '环境不错', '短评打分': 3}
{'短评内容': '好，干净，，卫生，态度很好。安静，舒适，交通方便', '短评打分': 5}
{'短评内容': '的确不错，环境比较好，每次去石家庄我都去这个酒店。服务态度也很好。', '短评打分': 5}
{'短评内容': '房间很小、没有衣柜，位置很偏，服务还凑合。', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '不错！很好！服务很好，一直是我喜欢的酒店！下次还去！就是一楼不太安静！', '短评打分': 5}
{'短评内容': '房间还是不错，环境也可以，晚餐在如家吃的，饭菜挺实惠的。就是地方不太好找。', '短评打分': 5}
{'短评内容': '不错，下次还会入住，环境条件对得起这个个价格，只是位置稍微有点偏', '短评打分': 5}
{'短评内容': '如家快捷酒店的设计风格很好，房间布置很温馨，服务态度很好！', '短评打分': 5}
{'短评内容': '服务不错，就是隔音的效果不是很好，楼道老有走路的声音。\n地理位置还行。', '短评打分': 5}
{'短评内容': '不错，欢迎大家来住，我很喜欢这个酒店，下次还来。', '短评打分': 5}
{'短评内容': '服务很好。', '短评打分': 3}
{'短评内容': '很好住的很舒服，不愧为如家', '短评打分': 3}
{'短评内容': '成功', '短评打分': 3}
{'短评内容': '呵呵我又来评论了 不知道评论了多少次了 希望前台服务员脾气再好点 尤其是那个什么前台经理啊', '短评打分': 5}
{'短评内容': '饿讷讷讷讷讷讷讷讷讷     值得鼓励  下次还住', '短评打分': 5}
{'短评内容': '到石家庄一直住如家，条件不错，所处地理位置也挺好的 ', '短评打分': 5}
{'短评内容': '常住的酒店，设施和服务都是不错的，价位也合适！', '短评打分': 5}
{'短评内容': '不错，和男朋友去他老家领证。哈哈！离商场也很近，大大的消费了一把。很开心！酒店的饭菜也不贵，嘿嘿，度过了我人生中最后一个单身的日子。', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 3}
{'短评内容': '离火车站近，服务很好，网络有时候不稳定，床垫下面钢丝比较硬，不太舒服，希望以后能换成舒服的床垫~', '短评打分': 5}
{'短评内容': '很不错 我已经这家的老顾客了 环境很安静 很适合短期住宿', '短评打分': 5}
{'短评内容': '去石家庄就一直住这里，服务卫生都可以，还有停车场。', '短评打分': 5}
{'短评内容': '服务还行 就是这次入住房间还有烟味、其他的斗还可以', '短评打分': 5}
{'短评内容': '房间内墙上再挂一块表就好了，洗澡的时候水一会热一会凉的，很是不爽，希望改进。其他的没话说，环境很好，前台服务也很周到，和酒店的名称一样“如家”，房间有种家的感觉，很棒~！下次还会入住的！', '短评打分': 5}
{'短评内容': '不错，就地段有些难找。房间略微有些小，交通不太方便，离火车站还算近。', '短评打分': 5}
{'短评内容': '这家酒店真的还行，就是服务员马虎点，不过女服务员服务还算热情。', '短评打分': 5}
{'短评内容': '不错，就是稍微绕点，各地的如家都不错的，条件还行，去石家庄是个不错的选择', '短评打分': 5}
{'短评内容': '房间有点小 其他不错', '短评打分': 3}
{'短评内容': ' 还可以', '短评打分': 3}
{'短评内容': '还是不错的，就是有点吵…不过服务还是很到位的。', '短评打分': 5}
{'短评内容': '环境服务都挺好，但隔音不太好，那晚半夜对门好像喝多了，几个小伙子音声太大，没睡好！', '短评打分': 5}
{'短评内容': '酒店的服务员态度很好,有宾至如规的感觉,房间的布置令人感觉很温馨.', '短评打分': 3}
{'短评内容': '不错啊 真的很促错啊 住了七八次了 下下次有机会还会住的', '短评打分': 5}
{'短评内容': '一般啦,如家的设施服务卫生并非全国统一标准', '短评打分': 1}
{'短评内容': '很安静的地方 交通也算方便 还不错 去那都很方便 服务也很好，价格很实惠。', '短评打分': 5}
{'短评内容': '服务还可以，就是被骗了，离火车站比较远！！！！！！', '短评打分': 5}
{'短评内容': '服务不错，就是地方不好找。配置不错。挺满意。就是床晚上睡觉感觉腰疼。有块弹簧估计坏了，麻烦处理下。', '短评打分': 5}
{'短评内容': '还可以，就是离火车站比较远！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '交通不便，打不着车，以前就是图便宜才住的，现在涨价了，又没有优惠和早餐，所以性价比就不高了，不建议去。', '短评打分': 1}
{'短评内容': '如家快捷酒店（石家庄大石桥店）环境还是不错的，虽然感觉偏了点，但是很安静，已经是第二次入驻该酒店咯，经济实惠是我的首选', '短评打分': 5}
{'短评内容': '价格还算可以  住的 是特惠大床   房间有点小   ', '短评打分': 5}
{'短评内容': '环境不错，虽然偏了点，但是很安静，下去再去的会去住，就是周围吃饭的地方不太方便', '短评打分': 5}
{'短评内容': '很不错，很干净，很给力，马上又要去石家庄，还会选择住那里····', '短评打分': 5}
{'短评内容': '服务不错，干净卫生，非常不错，，，，，，，，，，，，', '短评打分': 5}
{'短评内容': '服务态度不错 环境也很好总体感觉还不错 顶一下', '短评打分': 5}
{'短评内容': '虽然交通不是很便利但是服务和设施在同等价位中是佼佼者！很棒', '短评打分': 5}
{'短评内容': '真不错 性价比很高~如果是短期住 这是不错的选择~', '短评打分': 5}
{'短评内容': '酒店方便出行购物，服务周全，酒店干净，安全。每次来石家庄必住。', '短评打分': 5}
{'短评内容': '不错， 不错不错，很舒适，一次性用品很好', '短评打分': 5}
{'短评内容': '设施不错 服务到位 比较好的经济酒店选择对象', '短评打分': 5}
{'短评内容': '很干净整洁,但是隔音效果很不好,不过预定很方便', '短评打分': 5}
{'短评内容': '干净整洁,但是隔音真的超差,不过物有所值了', '短评打分': 5}
{'短评内容': '很干净,但是隔音效果确实不太好,希望以后改进', '短评打分': 5}
{'短评内容': '很干净,价格也很实惠,就是隔音效果不是特别好,不过下次还是会入住.', '短评打分': 5}
{'短评内容': '态度很好 酒店很好 没有特惠间了 特价给我找了个豪华小包  呵呵 给个好评', '短评打分': 5}
{'短评内容': '网上订酒店真的很方便 这是第二次入驻了 设施条件还行', '短评打分': 5}
{'短评内容': '酒店服务态度很好，网上订的很方便，设施很好。', '短评打分': 5}
{'短评内容': ' 房屋条件满意', '短评打分': 3}
{'短评内容': '房间挺宽敞，打扫的也很干净，卫生间设计的挺时尚，价格方面也不贵。', '短评打分': 5}
{'短评内容': '服务很好，环境也不错，就是距离火车站有点小远，需要过天桥以后搭车，否则会很贵，总体上还是很满意的 ', '短评打分': 5}
{'短评内容': '酒店总体不错，干净整洁，只是位置有点偏，门口是一条单行线，房间不大。', '短评打分': 3}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '大床房很好，不像住旅馆，真的有家的感觉。', '短评打分': 5}
